numenc;grupo;material;servico;descricao_servico;unidade_medida;qtde_prevista
2310092088;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;2.40
2310099120;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;3.00
2310099120;REGULAMENTACAO, PLACAS DE;PROIBIDO TRANSITO DE VEICULOS DE CARGA;retirar;RETIRAR;un;4.00
2310107123;REGULAMENTACAO, PLACAS DE;Carga e Descarga Permitida - 01 horário;retirar;RETIRAR;un;1.00
2310107123;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
2310107123;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª - 01 horário - Sábado - 01 horário;retirar;RETIRAR;un;1.00
2310108120;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;1.00
2310108120;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - POR __ MINUTOS COM PISCA ALERTA ACESO - C/ HORARIOS - TERMINO;remanejar;REMANEJAR;un;1.00
2310109126;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;1.00
2310109126;REGULAMENTACAO, PLACAS DE;PROIBIDO TRANSITO DE VEICULOS DE CARGA;remanejar;REMANEJAR;un;1.00
2310114090;OBRAS;;g.8.4.2;ATERRO COM FORNECIMENTO DE SOLO DE BOA QUALIDADE;m3;2.92
2310114090;OBRAS;;g.9.8.3;DEMOLICAO E REMOCAO DE SUB-BASE , BASE E CAPA DE 21CM A 40 CM DE ESPESSURA.;m2;2.13
2310114090;OBRAS;;g.7.4.2;CONSTRUCAO DE GUIAS COM FORNECIMENTO DE GUIAS TIPO PMSP-100;m;16.00
2310114090;OBRAS;;g.12.1;CONSTRUCAO DE REIBAXAMENTO DE GUIA E PASSEIO , CONFORME NORMA TIPO I-A E TIPO I - B.;un;1.00
2310114090;OBRAS;;g.8.1;PAVIMENTO CIMENTADO DE 02 CM DE ESPESSURA INCLUSIVE REATERRO E BASE CONFORME SPT/TD/5/0008 REV. Z;m2;3.92
2310114090;OBRAS;;g.8.5.2;PLANTACAO DE GRAMA COM FORNECIMENTO DE GRAMA  EM PLACAS OU MUDAS;m2;5.32
2310115096;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;2.00
2310115096;ESPECIAIS,PLACAS;MARCADOR DE PERIGO PASSAGEM PELA DIREITA - (30 X 90);colocar;COLOCAR;un;2.00
2310115096;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;colocar;COLOCAR;un;2.00
2310117129;ADVERTENCIA,PLACAS DE;CURVA A DIREITA;retirar;RETIRAR;un;1.00
2310117129;ADVERTENCIA,PLACAS DE;CURVA A ESQUERDA;retirar;RETIRAR;un;1.00
2310117129;ADVERTENCIA,PLACAS DE;CURVA ACENTUADA A DIREITA;colocar;COLOCAR;un;1.00
2310117129;ADVERTENCIA,PLACAS DE;CURVA ACENTUADA À ESQUERDA;colocar;COLOCAR;un;2.00
2310117129;ADVERTENCIA,PLACAS DE;DECLIVE ACENTUADO;retirar;RETIRAR;un;1.00
2310117129;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;8.36
2310117129;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;7.52
2310117129;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;retirar;RETIRAR;un;1.00
2310117129;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
2310117129;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 30km/h;colocar;COLOCAR;un;2.00
2310117129;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 30km/h;retirar;RETIRAR;un;1.00
2310117129;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 30km/h;substituir;SUBSTITUIR;un;1.00
2310118079;OBRAS;;g.7.2;ARRANCAMENTO DE GUIAS PARA REAPROVEITAMENTO NO MESMO CANTEIRO.;m;39.60
2310118079;OBRAS;;g.9.8.3;DEMOLICAO E REMOCAO DE SUB-BASE , BASE E CAPA DE 21CM A 40 CM DE ESPESSURA.;m2;48.70
2310118079;OBRAS;;g.8.1;PAVIMENTO CIMENTADO DE 02 CM DE ESPESSURA INCLUSIVE REATERRO E BASE CONFORME SPT/TD/5/0008 REV. Z;m2;38.20
2310118079;OBRAS;;g.8.6;DEMOLICAO DE LEITO NAO CARROCAVEL DE MATERIAIS  PROVENIENTES DE CALCADAS E JARDINS (ENTULHOS) MEDIDO NO CORTE, INCLUSIVE CARGA,TRANSPORTE E DESCARGA.;m3;3.00
2310118079;OBRAS;;s.99.9;CONSTR/INSTAL DE TAMPA DE CAIXA DE PASSAGEM EM CONCRETO;un;32.92
2310118079;OBRAS;;s.99.5;CONSTRUCAO DE CAIXA DE PASSAGEM EM ALVENARIA;un;39.60
2310118079;OBRAS;;g.8.4.2;ATERRO COM FORNECIMENTO DE SOLO DE BOA QUALIDADE;m3;16.50
2310118109;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310118109;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR NA LINHA  AMARELA  - 2ª A 6ª - COM TRES HORARIOS;colocar;COLOCAR;un;1.00
2310118109;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.88
2310119075;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;2.00
2310119075;ESPECIAIS,PLACAS;MARCADOR DE PERIGO PASSAGEM PELA DIREITA - (30 X 90);colocar;COLOCAR;un;1.00
2310119075;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;colocar;COLOCAR;un;1.00
2310119075;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;1.00
2310120103;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;0.50
2310120103;TINTA A FRIO;TINTA A FRIO;repint fxl;REPINTAR FAIXAS E LINHAS;m2;2.40
2310120103;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;2.64
2310121070;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;6.00
2310121070;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
2310121070;ESPECIAIS,PLACAS;MARCADOR DE PERIGO PASSAGEM PELA DIREITA - (30 X 90);colocar;COLOCAR;un;1.00
2310121070;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;28.80
2310121070;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;6.40
2310121070;REGULAMENTACAO, PLACAS DE;MAO DUPLA;colocar;COLOCAR;un;1.00
2310121070;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;colocar;COLOCAR;un;1.00
2310121070;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;colocar;COLOCAR;un;1.00
2310121070;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;retirar;RETIRAR;un;1.00
2310121070;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;2.00
2310121070;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;2.00
2310123129;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;retirar;RETIRAR;un;1.00
2310123129;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;colocar;COLOCAR;un;1.00
2310123129;ADVERTENCIA,PLACAS DE;MAO DUPLA ADIANTE;retirar;RETIRAR;un;1.00
2310123129;ADVERTENCIA,PLACAS DE;MAO DUPLA ADIANTE;colocar;COLOCAR;un;1.00
2310123129;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";refixar;REFIXAR;pc;2.00
2310123129;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;1.00
2310123129;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310123129;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;5.00
2310123129;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;substituir;SUBSTITUIR;un;1.00
2310123129;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
2310123129;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;1.00
2310123129;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;retirar;RETIRAR;un;1.00
2310126128;ADVERTENCIA,PLACAS DE;SALIENCIA OU LOMBADA;retirar;RETIRAR;un;1.00
2310126128;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;colocar;COLOCAR;un;1.00
2310126128;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
2310127124;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310127124;HOT-SPRAY;HOT SPRAY;apagar;APAGAR;m2;1.50
2310127124;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.00
2310127124;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;2.00
2310129127;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310129127;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
2310131121;ADVERTENCIA,PLACAS DE;Área Escolar;colocar;COLOCAR;un;1.00
2310131121;ADVERTENCIA,PLACAS DE;Área Escolar;retirar;RETIRAR;un;1.00
2310131121;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
2310131121;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;1.00
2310131121;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª - 01 horário - Sábado - 01 horário - Início;retirar;RETIRAR;un;1.00
2310131121;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª - 01 horário - Sábado - 01 horário - Término;retirar;RETIRAR;un;1.00
2310131121;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
2310131121;REGULAMENTACAO, PLACAS DE;VELOCIDADE MÁXIMA PERMITIDA - 30km/h;retirar;RETIRAR;un;1.00
2310132128;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;substituir;SUBSTITUIR;un;1.00
2310132128;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;remanejar;REMANEJAR;un;1.00
2310132128;ADVERTENCIA,PLACAS DE;INTERSECAO EM CIRCULO;substituir;SUBSTITUIR;un;1.00
2310132128;ADVERTENCIA,PLACAS DE;INTERSECAO EM CIRCULO;remanejar;REMANEJAR;un;1.00
2310132128;ADVERTENCIA,PLACAS DE;Área Escolar;substituir;SUBSTITUIR;un;1.00
2310132128;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";colocar;COLOCAR;un;1.00
2310132128;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;5.00
2310132128;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;2.00
2310132128;ESPECIAIS,PLACAS;MARCADOR DE PERIGO - PASSAGEM PELA DIREITA - (20 X 60);colocar;COLOCAR;un;3.00
2310132128;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;substituir;SUBSTITUIR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;2.00
2310132128;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;remanejar;REMANEJAR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;substituir;SUBSTITUIR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;SENTIDO CIRCULAR NA ROTATÓRIA;colocar;COLOCAR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;SENTIDO CIRCULAR NA ROTATÓRIA;colocar;COLOCAR;un;2.00
2310132128;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;substituir;SUBSTITUIR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;"SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO - "" DE A PREFERÊNCIA """;retirar;RETIRAR;un;1.00
2310132128;REGULAMENTACAO, PLACAS DE;"SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO - "" DE A PREFERÊNCIA """;colocar;COLOCAR;un;2.00
2310134074;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;6.35
2310134074;TACHOES;TACHAO MONODIRECIONAL BRANCO;colocar;COLOCAR;un;7.00
2310134074;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;12.38
2310139122;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310139122;ESPECIAIS,PLACAS;MARCADOR DE PERIGO PASSAGEM PELA ESQUERDA - (20 X 60);colocar;COLOCAR;un;1.00
2310140082;OBRAS;;g.12.1;CONSTRUCAO DE REIBAXAMENTO DE GUIA E PASSEIO , CONFORME NORMA TIPO I-A E TIPO I - B.;un;2.00
2310140120;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310140120;ESPECIAIS,PLACAS;MARCADOR DE PERIGO PASSAGEM PELA ESQUERDA - (20 X 60);colocar;COLOCAR;un;1.00
2310147125;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
2310147125;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;retirar;RETIRAR;un;1.00
2310156124;ADVERTENCIA,PLACAS DE;CURVA ACENTUADA A DIREITA;retirar;RETIRAR;un;1.00
2310156124;ADVERTENCIA,PLACAS DE;CURVA ACENTUADA A DIREITA;colocar;COLOCAR;un;1.00
2310156124;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;3.00
2310156124;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;15.20
2310156124;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;3.00
2310156124;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;2.00
2310156124;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;retirar;RETIRAR;un;1.00
2310156124;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
2310159123;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310159123;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
2310159123;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;retirar;RETIRAR;un;2.00
2310159123;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;1.00
2310161098;REGULAMENTACAO, PLACAS DE;" SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO  ""ESTACIONAMENTO REGULAMENTADO-  - OBRIGATÓRIO CARTÃO AZUL- 2 Horários- PROIBIDO 01 horário- ""  ";retirar;RETIRAR;un;1.00
2310161098;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310161098;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;4.02
2310161098;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.38
2310162094;REGULAMENTACAO, PLACAS DE;" SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO  ""ESTACIONAMENTO REGULAMENTADO-  - OBRIGATÓRIO CARTÃO AZUL- 2 Horários- PROIBIDO 01 horário- ""  ";remanejar;REMANEJAR;un;1.00
2310162094;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310162094;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;3.63
2310162094;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.13
2310163090;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - OBRIGATORIO CARTAO AZUL C/ HORARIO - PROIBIDO - C/ HORARIO;remanejar;REMANEJAR;un;1.00
2310163090;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310163090;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;3.62
2310163090;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;4.21
2310164097;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310164097;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;0.35
2310164097;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.13
2310164127;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;5.50
2310164127;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;18.90
2310164127;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;24.00
2310164127;PRISMAS;PRISMA DE CONCRETO;colocar;COLOCAR;un;41.00
2310164127;TACHOES;TACHAO BIDIRECIONAL AMARELO;colocar;COLOCAR;un;17.00
2310164127;TACHOES;TACHAO MONODIRECIONAL AMARELO;colocar;COLOCAR;un;7.00
2310164127;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;1.80
2310165093;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310165093;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310165093;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;0.89
2310165093;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;2.93
2310165123;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
2310165123;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
2310165123;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;retirar;RETIRAR;un;1.00
2310166090;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310166090;REGULAMENTACAO, PLACAS DE;" SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO  ""ESTACIONAMENTO REGULAMENTADO-  - OBRIGATÓRIO CARTÃO AZUL- 2 Horários- PROIBIDO 01 horário- ""  ";colocar;COLOCAR;un;1.00
2310166090;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310166090;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.37
2310167096;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310167096;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
2310167096;REGULAMENTACAO, PLACAS DE;" SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO  ""ESTACIONAMENTO REGULAMENTADO-  - OBRIGATÓRIO CARTÃO AZUL- 2 Horários- PROIBIDO 01 horário- ""  ";colocar;COLOCAR;un;1.00
2310167096;REGULAMENTACAO, PLACAS DE; PROIBIDO ESTACIONAR -  NA LINHA AMARELA -  COM HORARIO;retirar;RETIRAR;un;1.00
2310167096;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310167096;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;4.77
2310167096;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;7.78
2310168092;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310168092;REGULAMENTACAO, PLACAS DE;" SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO  ""ESTACIONAMENTO REGULAMENTADO-  - OBRIGATÓRIO CARTÃO AZUL- 2 Horários- PROIBIDO 01 horário- ""  ";colocar;COLOCAR;un;1.00
2310168092;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310168092;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;0.35
2310168092;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;2.93
2310168122;BRAÇOS;"BANDEIRA SIMPLES ( ALTURA LIVRE = 4,5 M ) - BR PR 3"" X 3.15 M";retirar;RETIRAR;un;1.00
2310168122;COLUNAS;"BANDEIRA SIMPLES ( ALTURA LIVRE = 4,5 M ) - COL 4"" X 5.25 M";retirar;RETIRAR;pc;1.00
2310168122;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310168122;REGULAMENTACAO, PLACAS DE;Sentido Proibido;retirar;RETIRAR;un;1.00
2310168122;REGULAMENTACAO, PLACAS DE;Sentido Proibido;colocar;COLOCAR;un;1.00
2310169099;REGULAMENTACAO, PLACAS DE;" SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO  ""ESTACIONAMENTO REGULAMENTADO-  - OBRIGATÓRIO CARTÃO AZUL- 2 Horários- PROIBIDO 01 horário- ""  ";colocar;COLOCAR;un;1.00
2310169099;REGULAMENTACAO, PLACAS DE; PROIBIDO ESTACIONAR -  NA LINHA AMARELA -  COM HORARIO;retirar;RETIRAR;un;1.00
2310169099;REGULAMENTACAO, PLACAS DE;SINALIZAÇÃO VERTICAL DE REGULAMENTAÇÃO                                                      Estac. Proibido - Na Linha Branca- Caminhão,Caminhonete e Veic. misto-Com 2 horário- Obrigatório Cartão Azul;colocar;COLOCAR;un;1.00
2310169099;TINTA A FRIO;TINTA A FRIO;apagar;APAGAR;m2;4.64
2310169099;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.53
2310169129;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
2310169129;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;remanejar;REMANEJAR;un;1.00
2310170097;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
2310170097;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - COM HORARIOS - CARGA E DESCARGA - PERMITIDA - COM HORARIOS - TERMINO;colocar;COLOCAR;un;1.00
2310170127;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";colocar;COLOCAR;un;1.00
2310170127;ESPECIAIS,PLACAS;PLACA  INDICATIVA  DE  IDENTIFICACAO  DE  LOGRADOURO;colocar;COLOCAR;un;1.00
2310170127;ESPECIAIS,PLACAS;PLACA INDICATIVA DE IDENTIFICACAO DE LOGRADOURO;colocar;COLOCAR;un;1.00
2310171123;ADVERTENCIA,PLACAS DE;SENTIDO UNICO;colocar;COLOCAR;un;2.00
2310171123;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;retirar;RETIRAR;un;2.00
2310175129;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;1.00
